stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0,75.11,4.07,0,0,0,0,0.74,0,0,0,0.74,0.37,2.22,19.24,0.74,4.81,0,0,27.01,0,4.07,0,0,0.37,1.48,0,0.37,0.37,0,1.48,0.37,0.37,0,0
3Month,0.1,0.62,0.31,75.62,0,0.21,0.1,0.1,2.7,2.29,0,9.78,3.64,0.31,6.66,3.95,4.68,2.5,3.22,0.73,0.1,228.63,0.42,0.31,0,0.31,0.21,0.1,1.66,2.91,0.1,0.1,0,0,0.31,1.46,1.14
22Month,0.14,0.55,0.68,48.24,0,0.27,0,0,1.37,1.37,0.27,11.75,0.55,0.14,2.87,0.68,0.82,1.5,1.23,0.14,0.41,116.15,0,0.27,0,0.14,0.27,0,0.27,1.91,0,0.14,0,0.14,0.14,0,0.27
