stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte,T_cell
24hpf,1,4,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,45,0,0,0,0,0,0,0
72hpf,0,0.56,0.28,0,0,0,0,0,0,0,0.85,5.92,0,0.56,0,0.28,0,0,2.25,2.25,0,0.56,0,0,0.28,0,0
21Day,0,6.66,0,0.74,0,0,0,0,0,0,0.37,1.48,0,0,0,0,0.37,0,0,0,0,0.37,0.37,0.37,0,0,0.37
3Month,0.1,1.04,0,0,0.1,0,0.42,0.1,0,0.21,0.21,0.1,0.1,0,0.1,0,0,0.1,0,0,0.1,0,0.1,4.99,0,1.25,0.1
22Month,0,0.14,0,0,0,0.27,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0
