stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,2,0,51,2,0,0,0,0,0,0,0,2,0,0,1,0,2,2,3,819,0,1,0,0,50,319,0,0,0,172,0,0,0,0,0,2,0,0,0
72hpf,18.04,7.89,0,14.66,0.85,12.68,0,0.28,0,0,0,0,0,0,0,0.56,0.56,2.82,17.47,3.95,867.25,0,0.28,13.25,0.28,81.17,68.49,1.41,0.28,0,804.68,0,0,15.5,0,0.56,23.11,0,0,0
21Day,48.1,0.37,1.11,25.53,0.74,17.76,0,1.11,0,0.37,1.85,1.48,0,3.7,0.37,4.81,5.18,1.48,13.69,4.81,1010.43,1.11,0.37,91.76,0,35.52,24.79,0.74,1.48,0,377.76,25.53,0,4.44,2.96,6.66,17.76,1.48,0,3.33
3Month,0.42,5.3,0.73,13.73,0.1,0,1.46,0,4.37,1.77,7.91,0.1,0,8.63,3.43,0.31,3.22,1.04,3.64,5.62,242.36,44.1,0.21,12.07,1.04,0.42,0.42,0.73,1.25,0,4.99,1.77,4.37,0.52,0.1,0,1.66,135.74,1.56,2.5
22Month,0.14,2.6,0.14,4.37,0,0,1.37,0.14,1.23,0.55,3.69,10.52,0,17.08,0.82,0.14,1.91,0.14,0.27,2.46,181.88,6.29,0.27,10.93,0.14,0.27,0.41,0.68,0.27,0.41,2.32,0.27,3.83,0.27,0.27,0,0.41,19.81,0,0.68
