stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,17,2,0,13,0,2,0,0,0,0,0,2,0,0,0,1,0,7,13,52,0,0,0,0,22,376,1,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,6.76,2.82,0,3.1,1.13,5.36,0,0.56,0,0,0,0,0,0,0.28,0,5.07,8.17,1.69,18.88,0,2.25,0,0,107.95,100.06,0.85,2.54,0,13.25,1.41,0.28,7.61,2.54,0.28,1.13,0,0,0
21Day,20.72,2.96,0.37,31.08,0.74,14.8,0,15.17,0,0.37,0,0,2.59,0.74,8.51,2.59,2.96,9.99,4.07,32.56,0,0,5.18,0,44.03,55.87,0.74,0.74,0,17.76,3.7,1.48,7.03,2.22,4.81,1.48,0.37,0,4.07
3Month,0.52,1.87,0.73,19.76,0.21,0,0.42,1.46,2.18,2.91,0,0,36.3,2.81,1.14,12.79,1.56,6.03,7.39,5.82,0.62,0,1.14,1.04,1.25,0.73,0.52,0.42,0,0.31,1.66,112.23,0.42,0,0,0.62,2.18,12.69,8.22
22Month,0.14,1.09,1.23,7.24,0.14,0,0.41,1.09,1.5,6.29,4.92,0,55.89,1.91,4.37,9.57,0.14,1.23,10.93,6.56,0.41,1.23,1.5,0,0.55,0.55,0.41,0.82,1.5,0.41,0.68,26.51,0.96,0.68,0,0,0,0,1.91
