stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,41,0,0,5,0,0,0,0,0,0,0,0
72hpf,2.25,4.79,0,2.82,0.56,1.13,0,0,0,0,0,0,0,0,0,0,1.13,6.48,0.28,25.93,0,0,1.41,0,12.12,7.61,0,0,19.17,0,0,0.28,0.28,1.69,0,0,0
21Day,2.59,2.59,0,4.07,0.37,0.74,0,0.37,0,0,0,0,0.37,0,0,0,0.37,1.48,0,14.43,0,0,2.59,0,3.33,4.07,0,0.37,14.8,1.48,0,0.37,0,0,0,0,0
3Month,0.31,3.22,0.42,21.53,0.21,0,0.31,0.1,0.73,4.47,1.98,0.21,18.83,1.04,0.83,7.59,4.68,4.58,3.12,35.57,6.76,0.21,6.14,4.68,0.94,0.73,1.25,0.52,0.42,0.83,17.47,0.62,0,0.83,1.98,13.42,6.14
22Month,0,0.82,0.14,2.19,0,0,0.14,0,0,0.27,0.96,0.55,15.71,0.14,0.27,4.1,0.27,0.82,0.96,13.39,0.14,0.41,0.14,0.14,0.27,0.14,0.27,0.14,0.14,0,1.09,0.14,0,0.14,0,0,0.41
