stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,10,0,575,1,1,0,1,0,0,1,0,0,0,1,1,26,8,11,0,0,0,0,8,81,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.38,0.56,0,224.63,0.28,2.82,0,0.28,0,0,0,0,0,0,0,2.54,56.37,0.56,5.07,0,0,0,0,24.24,13.81,0.85,0.28,0,2.82,0,0,2.54,0,0,0.56,0,0,0
21Day,1.85,0.37,0,157.98,0.37,2.96,0,1.48,0,0.37,0,0.74,0.37,4.81,0,0.37,39.22,1.85,3.33,0,0,0.37,0,4.44,2.96,0.37,0,0,2.22,2.59,0.37,0,0,0.74,0,0,0,1.11
3Month,0.21,1.35,0.1,179.22,0,0,0.31,0,0.62,1.46,0,5.62,3.33,0.1,2.5,2.91,21.64,2.18,2.08,0.73,0,0.83,1.04,0.73,0.21,0.42,0.42,0,0.1,1.56,1.87,0.1,0.1,0,0,4.37,1.35,1.98
22Month,0,0.68,0.41,37.44,0,0,0.14,0,0.27,0.68,0,8.34,0.14,0.14,0.82,0,3.42,0.82,0.68,0,0.41,0.27,0,0.27,0,0.27,0,0.14,0,0.14,0.14,0,0,0,0,0,0,0.41
