stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,6,0,44,3,3,0,0,0,0,0,0,0,0,0,3,20,38,116,0,0,0,0,26,686,0,0,25,0,0,0,1,0,0,2,0,0,0
72hpf,9.58,5.36,0,15.78,2.54,2.54,0,1.13,0,0,0,0,0,3.38,0.28,7.89,17.76,2.54,54.4,0,3.1,0.28,0,35.79,127.68,0,0,40.59,1.97,0,0.28,5.36,0,0,0.28,0,0,0
21Day,33.67,2.96,0.37,28.12,1.85,29.97,0,32.56,0,2.22,0,6.66,1.85,25.16,1.48,1.85,7.4,11.84,111.37,0,0,7.4,0,11.84,56.98,0.37,1.11,62.53,7.03,0,0.37,6.66,0.74,1.85,4.07,0,0,3.33
3Month,0.21,1.87,1.87,22.05,0.31,0,0.83,0.1,1.77,1.77,0.1,387.05,4.47,0.1,11.65,1.46,3.02,2.29,8.22,2.6,0.21,0.83,1.35,1.04,0.1,0.52,3.43,0.52,5.82,0.1,52.11,0.1,0,0,1.04,2.6,6.14,2.29
22Month,0.14,1.78,2.32,5.74,0,0,0.96,0.14,0.68,2.87,3.42,372.23,1.91,0.55,16.53,0.14,0.27,2.73,8.06,0.41,8.06,0.96,0,0.68,0.14,0.55,3.14,0.14,0.27,0,8.75,0.14,0.55,0,1.37,0,0.14,1.09
