stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.56,1.69,0,6.2,1.13,6.48,0,0,0.56,0,0,0,0,0,2.25,16.63,1.41,15.78,0,0.56,0.28,0,1190.53,105.13,0.85,20.57,0,13.81,0,0.56,23.39,0.28,0.85,1.69,0,0,0
21Day,4.44,0,0.74,4.44,0.37,5.55,0.37,0,0,0,0.37,0,0.37,0.37,0,4.44,1.48,5.55,0,0,0.74,0,224.21,23.68,0,9.99,0,2.59,5.92,0.37,18.87,0.74,1.85,0,0,0,0.74
3Month,0.31,0.21,0.21,2.7,0,0,0.1,0.31,0.94,0,7.07,2.08,0.1,1.66,0.1,1.56,1.46,0.94,0.21,0,0.1,0.94,7.59,1.04,0.52,13.63,0,0,1.04,116.08,1.25,0.21,0,0.21,0.1,55.55,0.42
22Month,0.14,0.41,0,0.82,0,0,0,0,0.55,0.41,10.52,0,0.14,1.64,0,0.55,0.82,1.5,0,0.41,0.14,0,6.42,0.41,0.68,4.92,4.1,0.14,0,22,0.96,7.93,0,0,0,0.14,0
