stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0.28,0.28,0,0,0,0,0,0,0,0,0.56,0,1.41,1.69,0.28,1.13,0,0,0,0,1.69,2.25,0.28,0,0,0.56,0,0,0.28,0.28,0,0,0,0,0
21Day,1.48,0.37,1.48,18.87,0,1.85,0,2.22,0,0,0.74,0,1.48,0.74,10.36,0.74,1.48,10.36,2.96,8.88,0,0,1.11,0.37,2.96,1.11,0.37,0.37,0,4.07,1.48,0,0.37,0.74,0,0,0,0,8.88
3Month,0.31,1.77,1.04,37.86,0,0,0.42,1.14,0,8.01,6.97,0.1,44.94,11.34,1.87,31.73,2.91,4.47,14.98,4.78,0.73,0.1,3.22,1.98,0.83,0.21,1.56,0.31,0,0.1,0.94,0.21,9.15,0.21,0,0.1,3.85,6.55,18.52
22Month,0,4.1,2.87,20.77,0.27,0,0.55,1.23,0.14,4.51,12.71,6.7,78.44,7.38,5.47,39.9,1.09,2.6,17.08,7.93,0.27,1.23,3.01,0.14,0.96,0.27,1.37,0.41,0.82,0.41,0.27,0,6.97,0.68,0.27,0,1.09,0,12.57
