stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.25,0.56,0,0,0,0,0,0,0,0.28,0,0,1.97,0,0.56,0,0,0,0,3.1,2.82,0,0,0,0.56,0.28,0,0.28,0,0,0,0
21Day,0,0,1.48,3.33,0.37,0,0,0,0,0,0,0,0.37,0,0.37,1.48,0.37,1.48,0,0,0,0,1.11,0.37,0,0,0,0.37,0.37,0.37,0,0,0,0,0
3Month,1.04,0.52,58.25,0.94,0,0.31,0.21,1.87,1.98,0,14.87,2.81,3.22,4.78,9.78,2.81,3.74,3.33,0.73,0.21,1.14,6.97,1.87,0.52,1.04,0.31,0,0.42,2.29,62.93,0.62,0.52,0.21,201.27,2.08
22Month,1.23,0.27,30.06,0.41,0,0,0.14,0.14,2.19,0.55,44.55,1.64,8.2,3.69,0.96,0.96,2.46,2.87,0.14,1.91,0.41,0.55,0.55,0.27,0.27,0.68,0.41,0,0.27,8.47,0.82,0,0.27,1.5,1.23
