stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.92,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,3.1,0,0,3.66,0.28,0.28,0,0,0,0,0,0,0,0,0,0
21Day,12.58,0.74,1.85,1.11,0.37,0.74,0,0,0,0,0,4.81,0,0,3.33,0,0.37,0.37,2.22,0,0,1.11,0,3.33,0,0,0,0,0.37,3.7,0,0.37,0,0.37,0,0.37
3Month,0.83,1.35,2.6,6.97,0.1,0,1.14,0.1,1.98,1.87,0.21,754.75,3.74,0.21,35.47,1.87,2.5,1.56,3.64,1.14,0.94,1.77,11.03,0.73,0,0.62,0.31,0,0.31,10.3,2.91,0.21,0,1.46,1.98,1.98
22Month,0.82,2.05,0.96,1.78,0,0,0.96,0.14,1.37,0.96,0.82,477.45,0.96,0.14,46.32,0.14,0.41,1.5,2.05,0,8.34,0.68,0.14,0.27,0,1.5,0.27,0.27,0.14,0.41,0.55,0.27,0.41,0,0,0.82
