stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0.56,1.13,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.11,0,0.37,0,0,0,0,0.37,0,10.36,0,0,0,0,0.37,0,1.48,0,0.37,0,0,1.11,0.37,0,0,0,0.74,0.37,0,0,0,0,0,0,0,0
3Month,0.31,2.6,8.53,27.88,0,0,4.26,0.42,0.21,8.01,8.32,0.31,1746.24,9.47,0.73,32.56,5.62,6.87,6.55,11.23,2.7,5.1,8.32,4.16,1.77,0.21,2.81,3.22,0,0.83,23.82,0.1,4.68,1.14,0,0,3.95,2.18,6.24
22Month,2.19,7.79,7.38,20.5,0.14,0,14.89,0.41,0,9.16,15.58,3.01,4592.38,4.24,2.32,30.34,2.6,4.51,14.89,23.37,1.23,149.49,6.15,0.41,1.91,0.55,3.28,4.51,2.05,0.55,10.39,0,3.55,1.91,2.46,0.14,1.23,0,9.16
