stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,7,2,32,0,0,0,0,4,163,0,0,4,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,7.05,0,0.28,0,0,0,0,0,0,0,0,0,0,7.33,16.63,0,1.97,0,0.85,0,0,8.17,16.07,0,0,0.85,2.54,0,0,0.85,0,0,0,0
21Day,4.44,0,1.11,41.44,0,4.44,0,5.18,0,0.37,0,0,0.37,0,0.74,1.85,2.96,8.14,0,1.48,0,0,0,0,4.44,4.81,0,0,1.48,1.48,0.37,1.11,2.59,1.48,0,0,0.74
3Month,0,0.31,1.77,25.17,0,0,0.1,0.1,2.5,0.42,0,0,2.39,0.94,0.31,19.97,0.21,1.87,0.83,0.62,0.1,0,1.35,0.1,0.21,0.21,0.62,0.1,0,0.94,22.36,0.1,0,0,0.52,0.73,0.94
22Month,0,0.27,2.73,10.39,0,0,0.27,0.14,4.37,0.27,4.24,0,17.49,0,0.41,38.81,0.41,1.37,0.68,0.41,0.14,0.41,1.5,0,0.14,0,0.55,0.14,0,0.27,8.2,0.27,0,0,0,0,0.14
