stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,142.44,0,5.55,0,1.11,0,0,0,0,0.37,0,0,0.37,0.74,24.79,0,1.48,0,0.37,0,1.85,1.85,0,0,0,1.85,2.22,0,0,0.74,1.85,0,0,0,0.37
3Month,0,0.73,0.62,246.62,0.1,0,0.83,0.21,0.21,1.56,5.82,0.1,8.32,8.22,0.62,3.64,1.04,12.59,8.43,4.26,0.62,1.35,0.42,0.1,0.1,0.31,0.42,0,0.1,2.29,2.5,0.21,0,0,0.1,2.29,1.56,5.3
22Month,0,0.55,1.23,58.49,0,0,0.68,0.14,0,1.37,6.83,1.09,5.33,4.24,0.96,1.23,0.14,11.07,8.06,1.64,0,0.14,0,0.14,0.14,0,0,0.14,0,0.27,1.5,0.14,0.14,0,0,0,0,1.78
