stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,5,0,1,0,1,0,0,0,0,0,0,0,3,4,3,19,0,0,0,0,3,166,0,0,4,0,0,0,0,2,0,0,0
72hpf,1.13,0.85,0,2.54,0.56,1.13,0,0,0,0,0,0.28,0,0.28,0,0.56,2.54,0.85,9.86,0,0.28,0,0,18.6,33.54,0.28,0,7.33,0.85,0.28,4.23,0,0.28,0,0,0
21Day,0.74,0,0,5.55,0,11.47,0,1.85,0,0,0,0,0,2.96,0,0,1.11,1.48,11.1,0,0,0.74,0,4.81,8.51,0.37,0,3.7,0.37,0.37,1.85,0.37,0.37,0,0,1.11
3Month,0,0.21,0.1,4.89,0,0,0.21,0.1,0.42,0.83,0,3.33,0.73,0.1,1.04,0,1.56,1.14,1.98,0.83,0.1,0.52,0.31,0.31,0.1,0.31,0.1,0,0.21,5.41,0.21,0,0,0.52,4.99,1.25
22Month,0,0,0.14,1.64,0,0,0.27,0.27,0.14,1.5,0.14,9.7,0.55,0.27,1.5,0,0.14,0.68,1.91,0.14,0.27,0.14,0,0,0,0,0.82,0.14,0.14,1.09,0.14,0,0.14,0,0,0.27
