stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61,46,0,200,12,2,0,1,0,0,1,0,22,2,0,1,2,20,94,138,311,0,2,0,3,182,2557,4,0,0,46,0,0,0,2,0,0,14,0,0,0
72hpf,62.29,16.07,0,81.17,17.47,28.47,0,3.38,0,0,1.97,0,0.28,0.56,0,6.76,0.56,42,212.23,15.5,188.27,0,19.17,5.36,3.1,1087.37,604.85,3.66,9.86,0,163.47,4.51,0,1.41,87.09,10.15,4.51,16.35,0,0,0
21Day,51.8,4.44,2.22,149.47,4.07,55.13,0,29.6,0,1.11,6.66,0.37,0,10.36,2.59,36.26,9.62,14.43,75.85,25.16,142.07,0,0,19.98,0,172.41,136.16,0.74,6.29,0,51.06,22.2,0,2.22,18.87,5.18,7.4,8.14,0.74,0,18.87
3Month,1.77,11.96,6.45,153.84,1.46,0,3.33,3.02,0.62,24.13,61.16,0.83,0,352.72,36.2,9.47,64.59,17.99,48.68,57.83,56.48,9.57,1.04,10.09,14.46,7.7,3.33,7.39,7.7,0,3.95,10.82,0.42,176.93,3.22,0.21,0,0.94,20.6,111.71,46.08
22Month,0.55,21.73,9.57,74.88,0.41,0,4.1,2.6,0,21.59,143.62,47.55,0,767.15,21.45,17.9,79.94,6.29,17.76,90.6,55.48,2.19,19.27,8.47,0.96,5.33,2.05,5.6,10.25,4.37,2.32,1.78,0,31.16,7.52,2.05,0,0.55,6.7,0.41,20.09
