stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.41,0.28,1.13,0,0,0,0,0,0,0.28,0,0,0,0.28,0.56,0.28,2.54,0,0,0,0,7.89,5.92,0,0,0,2.25,0,0,0,0.28,0,0,0,0
21Day,0.74,0,0,1.85,0,0.74,0,0.74,0,0,0,0,0,0,0.37,0.37,0,0.37,0,2.59,0,0,0,0,4.44,2.59,0,0,0,0.74,0.37,0,0,0,0,0,0,0.74
3Month,0.31,2.39,0.94,27.67,0.1,0,1.25,0.52,0,2.81,6.35,0.1,25.28,12.07,0.73,13.63,1.87,7.49,3.95,10.09,3.54,0.31,1.46,0.83,0.83,0.52,1.14,0.52,0,1.46,1.35,6.87,0.52,0,0.21,1.77,1.14,7.18
22Month,1.37,10.66,2.87,53.16,0.27,0,6.97,1.64,0.14,5.6,66.41,5.88,160.56,18.31,7.79,11.75,2.19,8.47,30.47,40.58,0.55,15.85,5.19,0.82,2.6,0.82,4.78,3.96,0.82,1.09,2.6,1.09,3.28,4.37,0.14,0.96,0.14,18.04
