stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,2.25,0.56,0.56,1.97,0,0,0,0,2.82,5.64,0,0,0,2.25,0,0,1.13,0,0,0,0,0
21Day,0.37,0,61.05,7.4,0,2.22,0,0.37,0,0.37,0,0,0.74,0.37,1.11,0.74,0,1.11,0,4.44,0,0,0.37,0.37,4.07,4.07,0.37,0.37,0,1.11,2.22,0.37,0,0,0,0,0,1.11
3Month,0.21,1.14,67.61,30.79,0,0,1.14,0.52,0.21,27.25,5.62,0.21,18.72,6.35,0.1,28.6,0.52,3.33,1.35,4.78,2.08,0.21,2.39,2.39,0.52,0.52,3.02,0.21,0,0.1,2.5,9.15,0.21,0,0,1.25,1.77,3.02
22Month,0.14,0.82,24.87,8.61,0.14,0,0.41,0,0,11.89,3.28,0.55,24.73,1.64,0.41,30.2,0.27,0.82,2.05,1.78,0.27,1.23,0.55,0.14,0.27,0,1.78,0.27,0.14,0.27,0.68,7.93,0.14,0.14,0.27,0.14,0,1.64
