stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.56,0,0,0,0,1.41,1.13,0,0,0,0.56,0,1.97,0.28,0,0,0,0,0
21Day,0,0,0,2.22,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.37,0,1.48,0,0,0,0,0.37,0.37,0,0,0,0.74,0.74,19.98,0,0.37,0,0,0.37,0
3Month,0.42,0.83,0.52,14.04,0.1,0,0.21,0.1,0.1,2.91,3.22,0.1,17.89,5.62,0.31,6.45,1.35,3.95,4.37,4.99,0.94,0.1,1.56,1.66,0.73,0.21,1.14,0.83,0,0.52,4.99,614.95,0.62,0,0.1,3.54,225.3,5.82
22Month,0,0,0.55,0.41,0,0,0.14,0,0,0.27,0.96,0,7.65,0,0,1.37,0,0,0.82,1.37,0.14,0,0.27,0,0.27,0.14,0.27,0.14,1.91,0.27,0.55,106.45,0.27,0,0,0,1.37,0.14
