stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0.28,1.97,0,0.28,0,0,0,0,0,0.28,0,0,0,1.13,0,0,0.28,0,0,0,0
21Day,0,0,0.37,0.37,0.37,0,0,0,0,0,0,0,0.37,1.48,0,0.74,0,1.11,0,0,0.37,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0
3Month,0,1.35,1.87,5.93,0,0.52,0.31,0.83,1.35,0,123.78,3.22,0.73,36.93,0.52,2.6,3.43,1.87,0.1,0,1.46,3.33,0.42,0.1,0.1,0.21,0,0,2.39,0.83,0,0,0.73,0.52,1.56
22Month,0.14,2.73,1.23,2.32,0,0.27,0,0.68,0.96,0.41,128.45,0.82,0.55,30.06,0.55,0.41,2.32,1.23,0.14,2.32,0.27,0,0.14,0,0,0.14,0.14,0.14,0.14,0.55,0,0.14,0.14,0,0.27
