stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.13,2.25,0.28,0,0,0,0,0,0,0,0,0,1.69,2.25,0.28,2.82,0,0.28,0,0.56,4.51,11.56,0,0,0,1.97,0,0.56,5.07,0,0.56,0,0,0
21Day,0.74,0,0,3.7,0.74,0.37,0,0,0,0,0,0,0.37,0,0,0.37,0.37,0,7.4,0,0,0.37,0,2.59,3.33,0.37,0,0,1.48,0.37,1.85,4.07,0.37,1.48,0,0,0
3Month,0,0.42,0.31,34.85,0.73,0,0.1,0.1,5.2,0.94,0,4.37,1.04,0.21,1.66,5.93,1.46,0.73,2.81,0.94,0.1,0.73,2.08,0.42,0.31,4.58,0,0,0.21,0.94,48.16,0.1,0,0.52,0.62,122.53,0.73
22Month,0,0.41,0.68,22.14,0.41,0,0,0,3.01,0.96,0.68,3.83,0,0,0.96,0.41,0.27,1.09,3.42,0.27,0.27,0,0.41,0,0.41,3.69,0.55,0.14,0.14,0,21.73,0.27,0.14,0.27,0,0.82,0.41
