stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0.56,2.25,0,0.56,0,0.28,0,0,0.85,0.85,0,0,0.56,0,0.28,0,0,0.28,0,0,0
21Day,0.37,0.37,0,2.22,0.37,0.74,0,0,0,0,0,0,0,0,0.74,0,4.07,2.22,0,1.48,0,0,0.74,0,0.37,0.74,0,0,6.29,0,5.55,0.37,0,0,0,0.74,0
3Month,0.42,1.66,0.62,16.85,0.21,0,0.73,0.1,0.1,3.54,6.87,0.1,26.52,7.7,0.42,10.4,1.35,3.64,5.82,8.43,1.25,0.1,1.14,9.26,0.94,0.1,1.14,0.83,0.42,6.76,497.2,0.83,0.21,0.1,3.12,483.68,3.74
22Month,0,5.19,0.14,3.55,0,0,0.14,0,0,0.96,6.42,0.14,4.92,0.27,0,1.5,0.41,0,3.01,4.1,0.14,0.27,0,0.14,0.27,0,0,0.14,0.14,0,29.38,0.27,0,0,0.14,1.23,0.14
