stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.38,0,0,0,0,0.56,0.85,0,0,1.97,0,0,0,0.56,0,0,0,0,0
21Day,1.48,1.48,0.37,0.74,1.11,0,0,0,1.11,0,0,0.74,8.14,0,0,0,5.55,7.77,0,0,1.48,0,2.59,1.11,0,0.37,1.48,0.37,0,0,0.74,0.37,1.48,0,0,11.47
3Month,0.31,5.93,0.52,3.12,0,0.42,0.31,1.14,19.14,0,5.1,38.38,2.29,1.35,0.52,0.83,34.12,14.67,4.89,0,1.04,0.31,0.42,0,1.04,0.21,1.46,0.94,0.1,3.43,0,0,0,15.5,1.98,29.12
22Month,0,6.15,0.14,0.96,0,0.27,0.27,0.41,27.74,0.41,12.03,20.09,2.05,1.09,0.27,0.14,35.67,12.44,0.27,0.41,0.14,0,0.14,0,0.27,0.14,0.27,0.14,0,0.55,0.55,0.14,0,3.28,0,15.71
