stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,12.68,0,0.85,0,0.28,0,0,0,0,0,0,0,0.28,0.28,50.45,0,0.28,0,0,0,0,3.66,1.69,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,24.42,3.7,2.59,1287.92,1.85,47.36,0,8.14,1.11,1.11,0,0,17.39,1.48,19.61,10.73,8.51,865.77,12.95,81.03,0.37,0.37,15.17,0.37,79.18,36.63,1.48,2.22,0,29.6,36.26,1.48,7.03,7.77,14.43,3.7,0.37,0,11.47
3Month,0.52,2.18,0.83,164.97,0.31,0,1.35,3.54,2.81,6.24,0.21,0,21.64,7.7,0.83,9.05,2.91,492.1,5.93,5.93,1.25,0.31,1.56,1.56,0.94,0.21,1.25,0.94,0,0.31,3.43,5.3,0.21,0,0,0,10.71,3.85,4.78
22Month,0.41,1.78,0.82,158.24,0,0,1.09,1.91,0.55,6.29,0.68,0,19.68,2.05,0.68,2.46,1.09,154,3.28,3.69,0,1.23,1.37,0,0.14,0.14,0.82,0.96,0.14,0.27,0,0.68,0.27,0.27,0,0,0.82,0,1.91
