stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170,0,0,1,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,3.66,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,2.54,36.08,0.28,0,0,0.28,0,3.66,3.38,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0.74,126.17,0,1.11,0,0,0,0.37,0,0,0.74,0.37,1.11,0.74,2.96,15.54,76.59,5.55,0,0.37,7.77,0,5.92,1.48,0.37,0,2.59,4.44,0,0,0,1.85,0,0,0,0.37
3Month,0,1.56,0.94,348.35,0,0,1.46,0.1,0.1,10.3,3.22,0,12.07,4.58,0,9.57,2.08,21.22,74.58,3.22,0.83,0,43.17,0.52,0.62,0.1,1.14,0.42,0.42,2.5,2.6,0.1,0.1,0,0.21,0.94,9.15,2.08
22Month,0.27,0.82,1.64,62.45,0,0,0.82,0.14,0,7.11,1.91,2.73,7.11,0.96,0.27,4.1,0.27,5.19,78.3,1.5,0,0.68,18.58,0,0,0,0,0.68,0,0.27,1.37,0.14,0,0,0,0,0,0.68
