stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.56,0,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.11,0.37,0,3.33,0,1.11,0,1.48,0,0,0,0,0,2.22,0.37,0,1.11,1.85,8.14,0,0.74,0,0,4.07,0.37,0,2.59,0.37,0,0.37,0.37,0,0.74,0,0,0,1.48
3Month,0,1.04,0.1,9.57,0.21,0,0.1,0.52,6.66,3.12,0,4.78,1.14,0.73,5.62,0.42,2.29,0.83,1.98,0.31,1.56,0.21,0,0,1.25,0.1,0,0.31,0.1,2.6,0,0.1,0,0.1,1.14,0.94,4.37
22Month,0,0.96,0,2.32,0,0,0.27,0.27,1.5,4.51,0.27,7.65,0.68,0.68,1.37,0,0,1.09,0.96,0,0.14,0,0.27,0.14,0.27,0.14,0.27,0,0,1.64,0.14,0,0,0,0,0,0.41
