stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Goblet_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72hpf,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0
3Month,0,0.1,0.31,0,2.18,0,1.77,0.1,0.1,0,0,0.1,0.1,0,1.77,0.1,1.14,0.21
22Month,0,0.14,0.14,0.14,2.46,0.14,0.96,0,0.14,0.27,0.14,0,0,0,0.96,0,0,0
