stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0.28,0,2.54,0,2.82,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,0.74,1.11,0,0,0,0.37,0.37,0,0,8.14,0.37,0.37,4.07,0.74,1.48,0.37,8.51,0,0,2.96,0,1.48,2.59,0,0,0,1.85,1.11,0,0,0,0,0,0,0
3Month,0.21,0.42,0.62,3.54,0,1.35,0,0.21,0.62,1.66,0.1,0,253.91,1.77,0.21,13.11,0.52,1.04,1.25,2.5,0.52,0.31,0.94,0.21,0.21,0,0.62,0.31,0,0,3.12,0.1,0,0,0,0.52,0.42,0.83
22Month,0.41,4.37,3.14,6.56,0,0.55,0.14,0,3.01,3.28,9.57,0,1196.23,1.78,0.55,62.59,0.68,1.37,2.32,8.2,0.27,9.16,3.14,0,0.27,0,0.14,0.96,3.28,0.27,0.82,0.82,0.27,0.68,0.27,0.41,0,1.09
