stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,1.69,3.1,0.28,2.54,0,0.85,0,0.56,3.66,4.79,0,0,1.97,0,0,1.13,0.28,0.56,0,0,0
21Day,0.37,0,0,3.7,0,0.37,0,0,0,0,0.37,0.37,0,0.37,0,0,1.11,0.74,8.88,0,0,0.37,0,4.81,2.59,0,0,1.48,1.48,0.37,2.22,0,0.37,0,0,0.37
3Month,0.1,0.62,0.52,22.36,0,0,0.1,0.31,4.16,1.35,0.21,36.82,1.98,0.83,8.22,2.81,5.2,2.81,5.72,0.52,0,2.18,0.42,0.73,0.1,0.42,0.1,0,0.73,6.87,0.31,0,0.31,1.87,3.54,2.29
22Month,0,1.37,0.55,7.11,0.14,0,0.68,0.14,2.05,2.32,2.19,70.65,0.96,1.37,12.16,0.27,1.09,2.73,2.6,0.14,2.19,2.46,0,0,0,0.82,0.27,0,0.27,1.91,0.27,0,0,0.27,0,0.68
