stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,90,79,0,316,12,10,0,7,0,0,5,0,11,1,0,2,0,47,71,167,713,0,0,0,3,229,5662,4,0,0,103,0,0,0,3,0,0,27,0,0,0
72hpf,113.87,47.35,0,153.89,39.46,46.79,0,12.12,0,0,2.54,0.28,0.28,0,0,18.32,0,100.06,223.51,25.08,511.27,0,28.18,9.58,5.07,2134.15,1667.69,7.33,15.5,0,382.47,16.07,0,1.41,164.32,11.27,6.2,25.65,0,0,0
21Day,178.7,22.94,10.36,513.91,17.76,183.88,0,130.61,0,2.59,17.76,1.48,0,19.24,7.03,171.3,31.45,33.3,152.43,75.48,656.36,0.37,1.11,52.54,2.22,704.08,572,5.55,21.09,0,244.56,69.93,0,7.03,68.82,22.57,40.33,15.17,1.48,0,52.54
3Month,1.56,15.81,5.62,134.08,1.04,0,2.08,3.95,0.1,17.58,39.21,0.42,0,147.81,33.18,10.3,69.17,9.05,37.55,35.78,51.28,10.82,0.42,12.79,10.51,7.8,2.6,8.22,5.3,0,3.54,5.82,0.1,169.34,2.08,0.21,0,1.35,16.33,31.31,45.98
22Month,0.82,27.6,5.74,62.59,0.14,0,2.46,3.01,0.68,10.93,80.9,33.48,0,274.67,17.49,20.5,72.97,2.19,9.29,44.82,47.28,2.05,12.16,12.03,0.68,7.24,1.78,8.06,9.57,2.05,3.14,1.37,0,40.72,7.24,4.1,0,0.27,2.87,0.55,25.01
