stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,2,0,24,1,1,0,0,0,0,0,0,0,0,0,2,13,16,29,0,0,1,4,96,0,0,3,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,3.38,0.28,6.2,1.41,9.3,0,0.28,0,0.28,0,0.28,0,0.28,0,6.48,16.07,0.85,8.74,1.41,0.28,0.85,14.09,17.47,1.41,0,8.74,0.56,0,0,1.69,0.85,0.28,0.28,0,0,0
21Day,5.18,1.48,1.11,42.92,2.59,49.58,0,14.8,1.11,2.59,0.37,1.85,0.37,16.65,2.96,4.07,15.91,7.03,16.65,0,2.96,0.37,4.81,16.65,2.22,0.37,6.29,2.59,0,0.37,4.81,0.37,0.74,1.11,0,0,5.55
3Month,0,0.52,0,14.35,0,0,0.21,0.94,2.6,6.87,0,7.91,3.54,0.62,3.12,1.04,4.99,2.91,1.14,0,0.52,1.35,0.73,0,2.7,0,0.21,0.83,0.1,7.07,0,0,0,0,0.94,72.19,5.1
22Month,0,1.09,0.27,3.96,0,0,0.68,0.27,1.09,6.56,0.82,12.57,0.55,0.82,3.55,0.41,0.41,3.96,0.82,0.27,0.14,0,0,0,1.37,0,0,0.14,0,0.96,0,0,0,0,0,0.27,2.19
