stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.69,0,0.28,0.28,0,0.85,0,0,0.28,0,0,0,6.48,0,0,3.1,3.1,0.28,0,0,0,0,20.29,2.54,0.85,0.28,0,1.13,0,0,0,0.56,0,0.28,0,0,0,0
21Day,1.11,0,0,4.44,3.7,0,5.18,0,0,6.66,0,0.37,2.22,43.66,0.74,0,1.85,12.95,2.96,0,0,0,0,21.09,2.96,0,0.37,0,1.11,1.11,0,0,0.37,0,1.11,0,0,0,34.41
3Month,0.1,1.25,1.04,16.54,0,1.87,2.08,0.1,0.94,61.06,0,33.18,48.89,16.64,6.66,2.5,2.81,60.43,4.99,1.56,0.31,0.94,1.66,1.25,0.1,1.46,0.31,0,0.1,2.91,0.21,10.92,0,0.1,0,0,1.14,2.7,205.54
22Month,0.27,1.5,0.41,8.61,0,0.55,3.28,0,1.37,76.93,1.5,31.16,27.6,22.96,3.14,0.41,0.41,90.05,3.42,0.41,1.23,0.27,0,1.23,0.14,1.5,0.14,0.14,0.27,0.82,0,10.52,0.41,0.68,0,0.14,0.27,0,76.25
