stage,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0.28,0.85,0.56,0,0,0.28,0,0,0
21Day,0,1.85,0.37,0.37,0,0,0,0,0,11.84,0,0,0,0,0,0,0,1.85,0,0.37,0,0,0
3Month,0.21,7.7,0,0,0.1,0.42,0.21,0.42,0.1,0.62,0.52,0.1,0.21,0.1,0,0,0,0.94,1.46,0,0.31,0.21,0
22Month,0,1.37,0,0,0.14,0.68,0,0,0.14,0.14,0.41,0.14,0,0,0,0,0,0.68,0.27,0,0,0,0.14
