stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,2,205,0,0,0,1,0,0,0,0,0,3,0,0,0
72hpf,5.92,1.69,0,6.48,1.41,7.33,0.28,0,0.28,0,0,0,0,0.28,0.28,1.13,13.81,1.13,9.58,0.56,0.28,0,462.23,430.38,0.28,0.56,0,11.56,0,0,13.25,10.43,8.74,1.69,0,0,0
21Day,2.22,0.37,0,5.18,0.37,5.18,1.11,0,0.74,0,0,0,0.37,1.85,1.48,1.11,1.48,1.48,5.92,0,0,0.37,116.55,93.24,0.37,1.48,0,1.85,4.07,0,5.55,2.22,10.73,0,0,0,0.74
3Month,0,0,0.21,1.56,0,0,0,0,0.31,0,0,1.25,0.42,0,0.31,0.1,0.42,0.94,0.31,0,0,0.1,3.74,2.6,0,1.14,0,0,0.31,9.47,3.54,0,0.21,0.73,0.21,6.24,0.31
22Month,0,0.27,0,0.68,0,0,0,0.27,0.27,0.14,0,3.55,0.41,0.41,0.55,0,0.27,0.55,0.55,0.27,0,0,4.24,0.27,0.14,1.37,0.14,0,0.14,5.06,6.01,0.27,0,0.41,0,0,0
