stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,4,0,41,1,0,0,0,0,0,0,0,0,0,0,0,11,14,4,41,0,0,0,1,10,215,0,0,11,0,0,0,0,0,0,0,0,0
72hpf,10.71,7.33,0,21.14,4.79,3.66,0,0.56,0,0,0,0,0,0,0,0,10.15,56.93,1.13,51.3,0,1.97,1.69,0.28,62.01,57.78,0.28,1.97,57.78,1.13,0,7.89,0.56,0.28,4.51,0,0,0
21Day,21.83,4.07,1.85,51.8,3.33,11.84,0,9.25,0,0,0,0.37,3.33,0.37,4.81,2.96,3.7,28.49,3.7,113.59,0.37,0,18.5,0,31.08,29.97,1.11,3.33,41.44,5.92,0,5.92,1.11,2.22,3.7,0,0,1.48
3Month,3.12,21.01,6.97,177.04,1.56,0,3.02,2.5,2.29,26.52,10.71,1.04,362.29,6.66,7.07,63.76,26.73,52.84,15.39,96.11,23.61,0.94,19.56,27.04,4.99,2.39,12.48,8.53,4.47,7.28,45.14,2.08,0.31,0,2.39,27.25,7.49,10.82
22Month,0.27,6.97,2.46,25.55,0.41,0,1.37,0.96,0.41,6.01,5.06,5.74,247.61,2.32,3.28,28.83,0.68,4.65,4.24,31.98,2.19,5.88,2.87,0.68,1.23,1.23,5.06,3.01,1.5,0.27,13.66,2.05,0.14,0,0.27,1.64,0,0.82
