stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,8,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,12,7,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0,2.82,0.56,2.25,0,0.56,0,0,0,0,0,0,0,1.41,0,4.23,10.43,1.69,4.23,0,1.41,0,0.28,19.17,21.98,0.28,0.56,6.2,0.56,0,0,1.41,0,0.28,0,0,0,0
21Day,4.07,1.48,0,15.17,1.11,8.14,0,7.77,0,0,0.74,0.37,0,1.11,0,6.29,1.11,2.59,9.99,8.88,19.61,0,0,2.96,0.74,9.99,9.62,0.37,0,3.7,2.59,0,0.74,1.48,0.37,0.37,0.74,0,0,3.33
3Month,0.21,2.08,0.73,20.91,0.1,0,0.62,0.31,0,4.58,8.11,0,0,135.85,4.89,1.77,10.4,2.18,6.76,13.31,6.45,0.62,0.42,3.43,2.5,0.62,0.31,2.08,0.42,0.52,2.18,0.1,12.38,0.52,0.1,0,0.1,1.46,10.09,8.43
22Month,0.41,3.14,1.37,9.16,0.14,0,0.68,0.41,0.14,1.91,15.44,10.25,0,142.25,2.46,1.91,8.34,0.41,2.32,16.67,5.19,0.27,5.06,0.96,0.14,0.14,0.14,0.96,0.55,0.14,0,0,1.91,0.41,0.14,0,0,0.68,0.14,2.87
