stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.69,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0.56,1.97,0,6.48,0,0,0,0.56,4.79,4.51,0,0.56,4.51,0,0,0.56,0,0,0,0,0
21Day,1.85,0,0,8.14,0.74,0,0,0,0,0,0.37,0,0,0,0,0,5.18,0,9.62,0,0,1.85,0,2.22,2.22,0,0.74,2.96,0.74,0,0,0.37,0.37,0,0,0.37
3Month,0,0.52,0.21,7.39,0,0.21,0.1,0.1,0.62,0.83,0,8.74,0.62,0.1,2.7,0.31,2.18,0.83,2.39,0.31,0.21,0.73,0,0.21,0.1,0.52,0.31,0.31,0.1,4.78,0.21,0,0,1.14,4.16,0.52
22Month,0,0.82,0.41,2.32,0,0,0.14,0,0,2.19,1.64,31.57,0.27,0.55,3.01,0.41,0.41,1.78,2.73,0.27,1.37,0.68,0,0.14,0,0.41,0.96,0.14,0.14,0.55,0,0,0,0.27,0,0.14
