stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,6,1,0,0,1,69,0,0,1,0,0,0,0,0,0,0,0
72hpf,2.25,0,0,1.69,0,0.28,0,0,0,0,0,0,0,0,0,1.13,1.41,0.28,7.05,0.28,0.28,0.28,24.8,16.63,0,0.28,3.66,0,0,3.38,0,0,0,0,0
21Day,0.74,0,0.37,4.81,1.11,1.85,0.74,0,0,0,0,0,0,0.37,0,0,0.37,0.37,4.07,0,1.11,0,11.84,6.66,0,0.37,3.7,0.74,0.37,1.11,0.74,0.37,0,0,0
3Month,0,0.21,0.1,1.25,0,0,0.1,0.1,0.31,0,0,1.87,0.1,0.31,0.42,0.1,0.62,0.21,0.21,0,0,0.1,0.1,0.1,0.21,0.1,0.1,0,4.89,0,0,0,0.83,0.83,0.31
22Month,0,0.27,0.14,0.55,0,0,0,0,0.68,0.27,0,4.65,0.14,0.27,1.09,0,0.14,0.55,0.55,0,0,0,0,0,0,0.27,0,0,0.68,0,0.27,0,0,0,0.14
