stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,160,56,0,370,19,1,0,0,0,0,0,3,1,0,0,1,10,17,13,401,0,0,1,2,48,736,1,0,41,0,0,0,0,0,0,8,0,0,0
72hpf,348.93,76.66,0,212.51,73.28,24.52,0,1.69,0.28,0.28,0.28,0.28,0.56,0,3.38,0,28.47,288.89,4.51,848.64,0,1.13,12.97,1.13,316.52,406.99,2.25,3.38,858.23,4.79,0,0,115.56,0.85,1.69,20.86,0,0,0
21Day,378.87,8.88,0.74,264.17,19.61,22.2,0,1.85,1.48,2.59,0,0,1.11,0.37,7.4,2.59,17.76,112.48,7.77,294.51,0,0.37,25.53,0,53.28,120.25,0.37,1.11,187.21,16.28,0,0.74,44.03,2.22,6.66,2.59,0.74,0,4.81
3Month,2.08,32.25,1.56,259.63,4.68,0,0.73,0.31,10.09,3.54,0.31,0,13.94,8.53,0.62,10.19,29.02,50.76,5.82,22.16,13.94,0.21,8.01,1.77,6.24,3.43,2.08,0.52,1.46,3.02,0.1,32.87,8.11,0,0,1.77,23.82,58.77,2.7
22Month,1.78,33.21,1.5,100.03,5.6,0,0.41,0.14,3.01,3.69,60.67,0,30.2,2.32,0.14,10.52,8.47,13.39,3.14,9.7,2.73,1.64,4.92,0,2.32,1.5,1.5,0.55,0.14,0.27,0,2.73,12.44,0.27,0,0.82,2.73,0,1.09
