stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,2,26,6,0,0,0,1,10,41,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,0.56,0,4.79,0.85,3.38,0,0.28,0,1.13,0,0,0.28,0,0.56,0,1.13,8.74,3.1,8.46,0,0.28,1.13,0.28,44.25,18.32,0.28,0.28,10.71,0.28,0,0,2.54,0.28,0.28,0.28,0,0,0
21Day,1.85,0,0.37,19.98,0.37,21.09,0,13.69,0,2.22,0,0,0,3.33,20.35,0.37,0.74,6.66,9.25,11.84,0,0,2.59,0,21.09,8.51,0,0.37,4.81,2.59,0,0.37,1.85,1.85,2.96,0.37,0,0,13.32
3Month,0.1,1.04,0.52,16.33,0,0,0.52,0.94,1.25,17.68,0.1,0,15.29,30.58,1.14,4.89,1.04,7.28,11.03,3.43,0.83,0.1,4.37,1.56,0.94,0,1.35,0.42,0.1,0.52,0.1,2.18,0,0.1,0,0.1,1.56,42.65,8.32
22Month,0.14,2.6,0.55,4.65,0,0,0.55,0.14,0.68,44.41,1.91,0,27.19,12.98,0.82,5.19,0.14,1.91,17.35,3.55,0.14,0.96,1.37,0,0.14,0,0.68,0.41,0.14,0.27,0,1.23,0.68,0.14,0,0.14,0.14,0.14,4.24
