stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,0,0,0,0,0.28,0,0,0,0,0.28,0,0.28,0,0.28,0.28,0,1.97,0,0.28,0,0.28,1.41,2.54,0.28,0,1.41,0,0.28,0,0.85,0,0,0
21Day,1.11,0,0,0,0,1.85,0,0.74,0,0,0,0,0,0,1.85,0.37,0,0.37,0,3.7,0,0,0,0,3.7,1.48,0.37,0,1.48,1.11,0.37,0.74,0,0,0,1.48
3Month,0.1,0.73,0.31,6.45,0.21,0,0.1,0.42,0.1,3.43,2.6,0,18.31,1.14,0.73,6.35,0.73,1.14,4.06,3.95,0.42,0,1.87,1.14,0.1,0,3.02,0.1,0.1,1.04,20.08,0.21,0.1,1.04,42.54,4.78
22Month,0,1.09,0.68,3.96,0.14,0,0.41,0.55,0,2.19,2.87,1.91,50.83,1.09,1.64,8.06,0.27,0.14,3.83,3.96,0,0.82,0.55,0,0,0,0.82,0.14,0,0.14,2.87,0.27,0,0.14,0,2.32
