stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,10,0,0,0,0,3,175,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,8.74,5.36,0,7.33,1.41,13.81,0,1.13,0,0,0.28,0,0,0.28,0,0.56,0.28,5.36,28.18,0.85,60.32,0,1.41,0.85,0.28,127.96,73,0.85,0.85,30.16,0.28,0,14.37,0.56,0.85,1.69,0,0,0
21Day,14.06,4.07,2.59,44.4,1.11,28.49,0,5.18,0,0.37,4.07,0,0,10.36,1.48,13.69,6.29,2.59,22.94,8.88,89.17,0,0.37,3.7,0.74,55.87,54.39,1.85,0.37,18.13,11.1,0,12.21,3.33,8.51,1.85,0,0,12.21
3Month,0.21,0.52,0.1,2.08,0,0,0,0,0.1,0.31,0.42,0,0,1.56,0.21,0.1,1.14,0.21,0.62,1.14,2.18,0.21,0,0.1,3.12,0.83,0.52,2.29,0,0.21,0.62,33.6,2.7,0.1,0,1.87,7.39,28.4,0.73
22Month,0,0.68,0.14,1.5,0,0,0.27,0.41,0,0.27,2.32,0.14,0,4.92,0,0.55,1.37,0.14,0.14,2.32,2.46,0,0.14,0.14,0.82,1.37,0.41,0.14,0.27,0,0,5.19,6.42,0.55,0,0.14,0.41,0,1.37
