stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,134,7,0,0,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.69,0,0.85,0,0.56,0,0.56,0,0,0,0,0,1.13,0,0.85,1.97,4.23,3.38,0,0,0.28,0,32.69,23.68,0,0.28,0,5.07,0,0,0.85,0.28,0.28,0,0,0
21Day,1.11,0.74,0,4.44,0,1.11,0,0.74,0,0,0,0.74,0.74,6.66,0,0.37,1.48,47.36,2.96,0,0,0.37,0,7.4,4.44,0,0,0,0.74,1.48,0.37,0.37,0.37,0.37,0,0,1.85
3Month,0,4.37,0.21,6.03,0.1,0,0,0.31,0.52,1.14,0,3.54,2.18,0.52,1.98,0.1,1.04,78.64,1.46,0.42,0.1,0.42,0.31,0.31,0,0.1,0.1,0,0,0.94,1.77,0,0,0,0.73,1.14,2.7
22Month,0,16.67,0.27,9.98,0,0,0.27,0.27,0.14,1.37,0.68,7.79,0.68,1.09,2.46,0.14,0.55,40.04,1.91,0,0.68,0.14,0,0,0,0,0,0.14,0,0.27,2.32,0.27,0.27,0,0,0,1.78
