stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,9,2,0,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,12.68,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0,0.85,2.82,0.56,1.13,0,0,0.28,0,11.84,6.48,0,0,0,4.23,0,0,0.85,0,0,0,0,0
21Day,4.44,1.11,0,235.31,0,6.66,0,2.96,0,0,0,0,0,0.74,0,1.85,1.11,2.59,39.59,2.22,10.36,0,0.37,2.96,0,10.73,5.18,0,0,0,4.44,2.96,0,2.22,0.37,2.59,0,0,1.11
3Month,0.21,6.03,2.08,194.93,0.21,0,0.73,0.42,0.1,7.18,9.26,0,0,46.81,12.27,1.35,13.73,3.74,16.12,17.06,12.59,3.74,0.1,4.26,1.77,0.62,0.1,4.37,2.39,0,1.25,2.7,6.03,0.21,0,0,2.39,2.18,5.82
22Month,0.14,30.88,1.91,92.65,0,0,1.37,0.82,0.41,7.79,23.09,6.42,0,86.91,3.55,3.01,22.96,1.23,5.19,20.63,16.67,0.14,4.1,1.5,0.14,1.64,0,2.19,2.73,0.14,0.14,0.55,3.01,3.01,0.41,0,0,0,2.19
