stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.07,0.56,0,1.41,1.41,0,0,0,0,0,0,0,0,0,0.56,4.51,0.28,3.38,0,0,0,0.56,420.52,7.33,0.56,1.13,3.1,0,0.28,1.69,0.56,0.28,0,0,0,0
21Day,2.22,0,0.37,4.44,2.22,0,0.37,0,0.37,0,0.74,0,0.37,0.37,1.48,2.59,1.11,3.33,0,0,0.74,0,155.39,2.22,0.74,4.07,1.85,4.44,0,0.37,0.37,2.59,0.74,0,0,0.74
3Month,0,0.1,0.31,9.36,0,0.1,0.31,0.83,0.73,0,3.43,0.31,0,3.64,0.21,1.87,0.1,3.33,0.73,0,0.62,0,13.11,0,1.77,6.14,0.21,0.42,38.8,0.42,0.1,0,0,0.31,4.47,0.31
22Month,0.14,0.14,0.14,1.64,0,0.55,0,0.41,0.82,0.14,3.83,0,0.14,1.09,0,0.41,0.41,4.78,0.41,0.27,0.27,0,6.7,0,2.05,3.14,0,0,3.69,0.82,0.14,0,0,0,0,0
