stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,1.41,0,0,0,0,0,1.13,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0.37,0,1.85,0.74,0,0.37,0,2.59,0,0,3.33,20.72,0,0,2.22,4.44,2.22,0,0,0,0,1.48,1.11,0,0,0,0.74,0,0,0.37,0.37,0.37,0.74,0,0,0,17.39
3Month,0.21,0.31,0.1,5.62,0,1.46,0.31,0.62,5.1,0.1,7.59,100.79,1.14,3.33,0.52,1.77,13.83,2.08,0.21,0.21,0.62,0.94,0.31,0.31,0.31,0.1,0,0.21,1.25,0.52,3.54,0.21,0.1,0,0.1,0.83,3.54,142.61
22Month,0.14,0.41,0,0.55,0,0.27,0,0.27,2.32,0.14,7.65,24.46,0.27,0.96,0,0.41,18.45,1.78,0,0.14,0,0,0,0.27,0,0.14,0.14,0,0.41,0,0.27,0,0,0,0,0,0,44
