stage,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0
3Month,0.1,0.1,1.04,0.1,0.31,0.94,0.21,0.73,0.1,0.62,0.31,0.42,0.21,0,0.21,0.1,1.04,0.1,6.97,0.21
22Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0
