stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,2,23,73,0,0,0,5,0,0,0,0,0,1,0,0,0
72hpf,1.97,1.41,0,2.25,5.07,0.56,0,0,0,0,0,0,0,0,0.28,0,3.95,3.38,0,20.01,0,0.56,0.56,29.88,20.86,0.56,1.13,0,16.63,0.28,0,2.54,0,0,1.41,0,0,0
21Day,2.96,0,0.37,9.99,3.7,2.22,0,0.37,0,0,0.37,0,0,1.11,0.74,0.37,2.22,5.92,4.44,29.6,0,2.59,0,14.06,17.39,0.37,2.96,0,19.98,1.11,0.37,1.48,0.74,0.74,2.22,0,0,0
3Month,0.1,0.62,0.21,6.45,0.21,0,0.1,0,0.1,0.94,0.52,0,1.25,3.85,0,1.04,1.35,1.14,1.98,5.51,0.42,0.94,2.81,0.62,0.31,0.52,1.98,0,0,0.1,1.46,0.21,0,0,0.1,2.6,0.42,0.1
22Month,0,1.5,0.27,3.55,0,0,0,0.14,0.14,0.55,0.68,0.68,4.65,0.82,0.14,0.82,0.41,0.27,1.37,3.55,0,0.41,0.14,0.27,0,0.27,1.37,0.14,0,0,0.68,2.05,0,0,0,0.27,0,0.27
