stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,164,0,0,0,0,0,2,0,0,0,0,0,0,1,190,2,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,3.38,1.69,1.41,0,0,0,18.6,0,0,0,0.56,0,1.41,7.89,59.19,39.74,0,0,0,0,10.15,9.58,0,0.28,0,1.97,0,0,0,0.85,0,0,0,0,0,0
21Day,2.96,0.37,1.85,33.67,16.28,9.99,0,0.74,0.74,54.76,0,2.22,7.4,22.94,0.74,4.81,14.43,136.53,140.6,0,0,1.85,0.37,11.47,9.99,0.37,1.11,0,4.81,8.51,0,0,44.77,0.37,2.22,1.11,0,0,1.48
3Month,0.42,0.62,0,13.83,0.21,0,0.94,0,1.66,169.76,0.31,7.07,77.39,1.66,2.39,1.46,2.7,109.74,46.29,0.62,0.1,0.83,0.83,0.73,0.21,0.94,0.1,0,0.1,1.66,0.31,1.87,0.31,0,0,0,1.35,1.46,1.66
22Month,0.68,2.05,0.55,10.25,0.27,0,5.88,0.27,1.64,517.49,168.22,21.86,20.91,9.43,2.05,0.27,2.19,240.37,14.21,0,2.05,0.55,0,0.27,0.14,0.55,0.96,1.23,0.14,0.68,0,0.55,1.09,1.23,0,0.27,0,0,1.09
