stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,4,0,351,0,0,0,0,0,0,0,1,0,0,0,0,2,9,6,16,0,0,0,7,193,0,0,0,8,0,0,0,0,0,0,0,0,0
72hpf,39.46,9.58,0.28,485.91,10.15,63.13,0,1.41,0,1.41,0.28,0,0.28,0,2.82,0.85,16.07,157.55,7.05,113.02,5.64,0.85,1.41,579.48,264.94,1.97,3.38,0,326.94,1.13,0.28,38.33,2.25,2.82,8.17,0,0,0
21Day,57.72,7.77,9.62,485.79,6.66,137.27,0,24.05,3.33,10.36,0.37,0,39.96,5.55,51.8,36.26,17.76,147.25,35.15,266.76,0.74,31.45,0,293.77,113.59,4.07,6.29,0,1036.33,84.36,1.85,20.72,14.43,30.34,10.36,0.74,0,39.59
3Month,0,0,0,2.91,0,0,0,0,0.62,0.42,0,0,2.39,0.21,0,1.77,0.31,0.62,0.42,1.56,0,0.21,0.21,0.21,0.1,0.31,0.42,0,0.31,0.31,11.23,0,0,0,0.21,0.31,3.02,0.52
22Month,0.14,0.82,0,2.32,0,0,0.27,0,0.55,0.55,0.55,0,7.11,0.14,0,1.5,0.27,0.14,0.55,2.19,0.68,0.27,0,0.27,0,0.68,0.82,0.14,0,0,3.96,0.41,0.14,0,0,0,0,0.55
