stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.56,0,0.85,0,0,0,0,0,0,0,0,0,0.56,1.69,0.28,1.97,0,0.28,0.28,0.28,25.65,22.83,0,0,1.13,0.28,0,17.19,11.84,5.64,1.69,0,0,0
21Day,3.33,1.11,0,7.4,0.37,5.55,1.85,0,0.37,0.74,0,2.22,0.74,1.11,0,0.37,3.33,1.48,10.36,0,0,1.85,0,50.69,8.51,0,0,7.03,2.59,0.37,12.95,77.7,187.95,2.59,0,0,0.37
3Month,0,0.21,0,1.46,0.31,0,0,0.1,0.31,0.83,0,2.7,1.04,0.1,0.73,0,0.62,0.83,9.67,1.98,0,3.64,0.62,1.46,0.31,0.1,0,0.62,0.42,34.33,4.89,1.04,0.21,1.46,0.21,15.71,1.35
22Month,0.14,0.41,0.14,1.09,0,0,0,0,0.14,0.68,0.68,3.83,0,0.14,0.41,0,0.27,0.68,1.78,0.14,0.27,1.78,0,4.37,0,0.27,0.27,0.14,0.14,4.51,5.74,41.27,0.14,0,0,0.14,0.68
