stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.74,2.25,0,22.27,2.25,16.07,0,0,0,0.28,0,0,0,1.13,0.28,3.38,982.8,0.56,21.7,0,0.56,1.69,0.28,105.69,51.58,0.28,1.41,20.01,0.28,0,0,7.89,0.56,0.28,0.85,0,0,0
21Day,2.22,0,0,58.83,0,1.85,0,0.74,0,0.37,0,0.37,0,1.11,0.37,2.96,24.79,0.37,4.44,0,0,1.11,0.37,5.55,0.37,0,0.74,1.48,1.48,0,0,0.74,0,1.11,0.37,0,0,0
3Month,0,0.83,1.25,80.41,0.21,0,0.52,0.1,0.83,1.98,0,5.41,2.81,0.21,6.35,5.72,2.91,2.29,2.5,0.1,0.21,0.21,1.04,0.1,0.1,0.31,0,0,0.73,0.1,11.13,0.1,0,0,0,9.78,2.6,1.87
22Month,0,0.55,0.68,16.81,0,0,0,0,0.14,1.5,0.41,4.51,0.14,0,15.85,0.82,0.14,0.14,0.82,0.14,0.27,0.27,0.27,0,0,0,0.14,0,0.14,0,0.14,0,0,0,0,0,0,0
