stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0,0.85,1.69,0,2.82,0,0.28,0,5.64,4.51,0,0,2.82,0,0,0.28,0.28,0,0.56,0,0,0
21Day,1.85,0,0,2.59,0.74,0,0.74,0,0,0,0,0.74,0.37,1.85,0.37,0.74,2.59,1.48,8.14,0,0,0.74,2.96,6.66,0,0.37,1.85,0.74,0,0,0,0.74,0.37,0,0,0.37
3Month,0,0.1,0,1.87,0,0.21,0.1,0,0.94,0,0,4.58,0.62,0,1.35,0,0.73,0.52,1.25,0.1,0,0.1,0.1,0,0,0.21,0.21,0.31,1.77,0,0.1,0,0,0.1,0.1,0.42
22Month,0,0.27,0.14,1.37,0,0.27,0,0.14,3.28,2.6,0,29.11,0.27,0.82,1.91,0.27,0.27,1.37,1.23,0.14,0.55,0.14,0,0,0.27,0.14,0,0,1.37,0.14,0,0,0,0.41,0,0.27
