stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,59,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,14.09,0.28,0,0.85,1.69,1.41,0,0,0,0,0,0,0,0,0,0,0.85,2.25,0.56,49.61,0.28,0,0,0,9.86,47.07,0,0.28,35.51,0,0,1.41,0,0,2.25,0,0,0
21Day,37,0.37,0,8.88,2.96,6.29,0,0,0,0,0.37,0,2.59,0.37,0.37,1.11,0.74,2.59,1.85,295.62,0,0.37,4.07,0,5.92,18.5,0.37,0.74,36.63,6.66,0,2.96,0.74,2.96,1.85,0,0,0
3Month,0.42,2.81,0.21,2.7,0.52,0,0.31,0.1,1.98,0.73,4.47,0,3.64,0.83,0.21,1.98,0.31,0.73,2.18,103.6,43.69,0,1.25,0.31,0.52,0.52,0.42,0,3.22,0.52,3.54,0.1,0.1,0,2.08,0.21,0.31,0.94
22Month,0,0.68,0,1.09,0.27,0,0,0,0.14,0.14,0.96,0.55,5.19,0.68,0,0.82,0,0.27,0.82,11.75,0.41,0.14,0.14,0,0,0.27,0.14,0.14,0,0,1.37,0,0,0,0,0,0,0.27
