stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,27,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0.56,0,2.25,0,0.28,0,0,0,0,0.28,0,0,0,0,0,1.13,3.1,0,3.66,0,0,0.28,0,6.2,10.71,0,0,1.97,0,0,1.13,0,0,0,0
21Day,1.48,0.37,0,6.29,0,4.07,0,1.48,0,0,0,0.37,0.37,0,0.74,0,1.11,2.59,1.11,3.33,0,0,0.37,0,2.59,1.85,0,0,1.48,1.11,0,0.74,0,0,0,0
3Month,0.31,2.6,1.14,21.43,0.1,0,0.21,0.62,0.1,4.78,3.85,0,41.71,2.81,0.94,20.7,1.46,6.24,3.22,7.28,1.35,0.1,4.47,1.14,0.73,0.21,2.08,1.35,0.42,1.14,2.81,0.31,0,1.77,0.83,3.95
22Month,0,0.41,0.14,0.55,0,0,0,0,0,0,0,1.64,3.14,0,0,3.28,0.14,0.27,0.14,0.41,0,0.14,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0
