stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,0.56,0,0,0,0,0,0,0,0,0,0.28,0.56,2.54,0,5.92,0,6.76,0,0,2.54,1.13,0,0,0,5.64,0,0,0.28,0,0,0,0
21Day,2.22,0,0,1.48,1.11,0,0,0,0,0,2.22,0,0,0,0,1.11,0.37,14.8,0,0,0.37,0,1.85,0,0,0.37,0,4.81,4.07,0,0,0.37,0,0,0.37
3Month,0,0.83,0.94,6.87,0,0.52,0,0.31,0.94,0.1,153.43,0.83,0.42,3.02,0.62,2.39,1.14,5.51,2.91,0.1,0.73,0.62,0.1,0,0.21,0.31,0,0,2.18,0.83,0,0.1,1.25,0.83,1.04
22Month,0.27,0.41,0.27,1.23,0,0.55,0.14,0,0.82,0.68,125.72,0,0.14,2.46,0.14,0.14,0.55,6.42,0.14,2.05,0.14,0.14,0.14,0,0.14,0.27,0.14,0.14,0.55,0.68,0.14,0,0.14,0,0
