stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,22,3,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,15,44,0,0,0,1,31,314,0,0,3,0,0,0,0,0,2,0,0,0
72hpf,11.56,3.1,0,9.86,2.82,1.13,0,0.28,0,0,0.28,0,0.28,0,0,0.28,0,6.2,32.13,5.92,19.73,0,0.85,0.56,0.28,167.42,64.54,0.28,1.41,37.2,1.41,0,14.09,3.66,1.69,4.79,0,0,0
21Day,40.7,3.7,0.74,50.32,2.59,8.51,0,20.35,0,0.74,1.11,0,0,1.11,0.74,18.87,1.11,5.18,24.05,13.32,150.58,0.37,0.37,10.36,0.37,120.62,47.36,0.74,3.7,59.94,9.62,1.11,9.25,2.59,9.62,1.48,0,0,4.81
3Month,1.14,4.26,0.42,27.15,0.42,0,0.1,0.31,0.21,3.02,1.25,0,0,24.86,1.56,0.62,6.87,4.99,10.09,6.03,21.43,4.06,0,1.56,3.22,2.39,0.21,0.94,2.6,0.94,1.98,22.57,1.04,0.1,0,0.62,1.04,0.52,1.98
22Month,0.27,7.24,0.82,9.98,0.27,0,0.41,1.37,0,2.6,12.98,5.33,0,54.93,1.64,3.01,7.93,2.19,2.87,13.53,18.45,0.27,1.09,2.05,0,2.6,0.41,1.78,10.93,0.55,0.82,17.76,2.05,3.28,0,0.68,0.27,0,2.87
