stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,3,0,16,0,0,0,0,0,0,2,0,0,0,0,1,3,6,45,0,0,0,0,15,341,1,0,0,4,0,0,0,1,0,0,0
72hpf,5.07,1.69,0,5.64,0.28,0,1.13,0,0.28,0,0,0.28,0,0,0,3.95,5.64,0,12.68,0,0,0,0,26.49,41.43,0.28,0.28,0,8.74,1.41,0.56,7.33,0.85,0,0,0
21Day,6.66,0.37,0.37,9.62,2.22,0,2.59,0,1.11,0,0,0.74,0,5.55,0.37,0.37,1.85,0.37,14.43,0,0,1.85,0,5.92,10.36,0,0.37,0,3.7,1.11,4.81,2.22,0.37,0.37,0,1.11
3Month,0.31,1.46,0.73,20.39,0,0.62,2.91,1.87,4.16,0,0,12.17,1.56,2.81,7.28,2.18,3.02,4.06,6.45,0.94,0,0.83,1.25,1.14,0.83,1.14,0.94,0,0,1.56,192.12,0.1,0.31,1.46,22.05,1.77
22Month,0,0.27,0.68,3.83,0,0.14,1.23,0.55,3.42,0.55,0,18.17,0.41,5.06,5.33,0,0.14,3.83,2.32,0,0.41,0.27,0,0.27,0.27,0.55,0.41,4.24,0.14,0.27,45.78,0.14,0,0,0,0.27
