stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,2,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.41,0.85,1.41,0,0.85,0,0,0,0,0,0,0,0,0.85,3.1,0,1.69,0,0,0,0.28,14.37,7.61,0,0,1.69,0,0,1.13,0,0.28,0.28,0,0,0
21Day,2.59,0.74,0.37,13.32,0.37,3.7,0,3.7,0,0,0.74,0,0,0,4.07,0,0,4.07,1.48,4.81,0,0,0.37,0,7.03,2.59,0.37,0.37,0.74,1.11,0,0.74,0.37,0,0,0.37,0,1.48
3Month,0,1.14,0.31,11.13,0,0,0.21,0.1,0.1,1.25,3.02,0,11.03,2.39,0.31,6.66,1.25,3.85,3.54,2.18,0.52,0,0.42,0.94,0.52,0.1,0.52,0.1,0,0.1,3.95,0.31,0,0,0,1.35,0.83,3.33
22Month,0.14,0.82,0.68,4.92,0,0,0.14,0,0,0.41,4.37,0.82,23.64,2.05,0.82,8.06,0.14,0.68,5.06,1.23,0,1.09,0.41,0.14,0.27,0,1.09,0.27,0,0,0.55,0.27,0,0,0.14,0.14,0,1.23
