stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,54,131,0,303,8,1,0,4,0,0,0,1,4,1,0,1,0,2,6,14,782,0,0,0,1,197,628,1,0,264,0,0,0,0,0,8,0,0,0
72hpf,57.78,101.75,0,188.84,12.68,12.12,0,0.28,0,0,0.28,0,0,0,0,1.97,0,4.79,23.11,1.97,654.17,0,1.41,33.82,0.28,152.2,98.93,0.85,1.13,543.4,0.28,0,13.25,0.85,1.97,48.48,0,0,0.28
21Day,96.94,25.53,1.11,51.43,1.11,18.87,0,2.22,0.37,0,1.85,1.48,0,2.59,0.37,5.18,2.59,0.74,10.36,2.96,563.49,0,0.37,121.73,0,40.7,17.39,1.11,10.36,157.98,16.65,0.74,5.18,1.48,4.81,28.49,1.85,0,2.59
3Month,1.04,9.15,0.1,4.68,0.1,0,0,0,3.12,0.52,1.87,0,0,6.03,1.14,0,2.08,0,1.04,1.56,45.25,18.1,0,7.28,0.42,0.52,0.42,0.31,3.43,0.94,0.42,13.63,0.1,0,0,0.52,2.91,12.38,0.52
22Month,0.27,19.95,0.14,2.46,0,0,0.14,0.14,1.09,0,1.37,2.05,0,21.73,0.55,0,1.37,0.14,0.27,2.6,31.57,1.37,1.23,5.74,0,0.55,0,0.96,1.5,0.14,0.14,10.25,0.14,0,0,0.27,0.14,0,0.96
