stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.28,0,0.85,0,0,0,0,0,0,0,0,0.28,0,0,2.54,0,0.56,0,0,0,0,4.23,1.13,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.74,0,0,4.07,0,0,0,0,0,0,0,0,1.11,0,0.37,1.11,0,0.74,0,0,0,0,0.37,0.37,0,0,0.37,0.74,0,0,0.37,0,0,0,0
3Month,0.1,0.31,0.42,18.72,0.31,0.21,0,4.16,2.08,0,8.22,4.16,0.52,17.68,0.73,2.29,3.22,1.66,0.52,0,0.94,0.62,0,0,1.25,0.1,0,0.62,1.77,0,0,0,0.94,0.52,6.45
22Month,0,0.41,1.37,6.42,0.14,0,0.14,2.87,7.24,0.55,20.36,2.87,0.55,21.73,0.41,1.23,3.14,1.78,0,0.41,0.82,0,0.27,0,0.68,0.14,0.14,0.14,0.27,0.14,0,0,0.27,0,3.14
