stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,0.56,0.56,0,0,0,0,0,0,0,0.56,0,0,0.56,0.28,2.82,0,0,0.28,0,49.61,10.71,0.28,0,0,3.1,0,0,0.28,0,0,0.28,0,0,0
21Day,2.96,0,0,1.85,0.74,0,0,0,0.74,0,0,0,1.48,1.11,0,0.37,0.74,2.59,0,0,0.37,0,44.77,3.7,0.37,0,0,1.85,1.11,0,0.37,0.37,0.37,0.37,0,0,0.37
3Month,0.21,0.21,0.62,6.55,0,0.21,0.31,0.83,2.6,0,1.35,1.14,1.77,0.73,0.21,1.98,2.5,8.53,3.12,0,0.73,0.21,1.77,0.42,4.26,0.1,0,0.1,0.21,1.25,0.21,0,0,0.73,0.31,0.31,0.62
22Month,0.14,0.55,0.14,2.87,0,0,0.14,0.68,4.37,0.55,3.01,0.96,1.91,1.09,0.27,0.55,6.42,5.47,0,0.14,0,0,3.01,0.14,1.91,0.27,0.14,0,0.14,2.32,0.14,0,0,0,0,0,0.68
