stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.85,0,0,0,0,2.82,1.97,1.69,0,0,0.56,0,0,0.28,0,0.28,0,0,0
21Day,1.85,0,0.37,9.99,0.37,1.48,0,0.37,0,0,0,0,0,0.74,0.74,0.37,1.48,1.48,4.07,0,0,0.74,0,4.07,1.48,5.18,0,0,1.85,0.74,0,0.37,0.37,0.74,0,0,0
3Month,1.56,1.56,1.56,47.54,0.1,0,0.21,0.31,1.66,4.58,0,20.49,7.18,0.62,9.36,5.3,8.74,2.91,7.07,1.04,0.21,1.56,0.62,0.42,0.62,9.88,0.42,0,0.42,2.91,0.21,8.32,0.1,0,7.8,12.79,5.41
22Month,0.14,2.05,0.96,12.03,0.27,0,0.82,0.14,0.41,4.37,7.93,31.16,1.64,0.55,6.15,0.96,2.6,1.23,5.33,0.27,1.91,0.82,0.27,0.14,0.41,16.81,0.41,1.37,0.14,0.41,0,2.32,0.41,0.14,0.27,0,2.05
