stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,20,15,5,0,0,0,0,34,2,0,0,0,4,0,0,0,0,0,1,0,0,0
72hpf,1.97,9.3,0,3.66,1.41,0,0,0,0,0,0,0,0,0.85,0,8.74,100.34,17.47,5.36,0,0,0.56,0.85,70.74,10.15,0.56,0.28,0,12.12,0,0,2.25,0,0,14.66,0,0,0
21Day,2.59,8.14,4.81,48.1,7.03,0,3.33,0,0,0,0,1.85,0,4.07,1.85,11.47,118.03,22.57,13.69,0,0,5.55,0,65.86,3.7,0.37,1.48,0,30.34,2.22,0,0.74,0,2.96,12.95,0,0,2.96
3Month,0.52,19.04,11.03,72.29,0,0.62,0.83,0.21,4.78,2.81,0.52,147.18,4.26,1.77,33.18,19.76,5.93,66.15,19.04,2.5,0.1,11.44,3.64,3.22,0.52,4.26,6.14,0,13.83,3.74,6.14,1.04,0,0,1.87,18.41,2.39,14.35
22Month,0,17.9,13.25,27.6,0,1.09,0.96,0.14,3.42,3.28,3.69,232.58,1.37,3.83,34.71,6.42,2.05,46.19,14.48,0.68,5.74,6.29,0.14,2.46,0,5.33,1.5,0.41,2.87,0.14,0.82,0.82,0.14,0,0.68,3.69,0,6.56
